,Date,MSFT,S&P 500 Pure Value (TR),S&P 500 ESG Quality Index (USD) TR,S&P 500 Low Rate-Sensitivity Index (USD) TR,S&P 500 Quality - Lowest Quintile Index TR,Dow Jones U.S. High Momentum Total Return Index,Dow Jones U.S. Thematic Long Size Total Return Index,S&P 500 High Rate-Sensitivity 100 Index (USD) TR,S&P 500 Pure Growth (TR),S&P 500 ESG Enhanced Value Index (USD) TR,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR,S&P 500 Volatility - Highest Quintile Index TR
199,2015-09-18,43.47999954223633,8451.32,225.14,9389.96,432.52,1720.1,1628.87,7219.14,9264.0,221.99,9019.77,1322.43
200,2015-09-21,44.11000061035156,8492.92,226.28,9421.2,434.02,1728.39,1634.11,7263.39,9271.78,222.86,9041.05,1317.53
201,2015-09-22,43.900001525878906,8365.73,223.62,9296.91,427.81,1705.54,1610.96,7126.69,9137.25,219.97,8941.57,1293.79
202,2015-09-23,43.869998931884766,8338.21,223.12,9282.22,426.39,1707.88,1602.95,7067.4,9134.78,219.09,8957.94,1275.37
203,2015-09-24,43.90999984741211,8340.84,222.46,9259.55,424.2,1696.94,1595.71,7032.31,9083.89,218.06,8954.94,1272.96
204,2015-09-25,43.93999862670898,8379.01,223.14,9268.33,423.52,1696.14,1589.69,7057.26,9053.56,218.33,8988.46,1263.91
205,2015-09-28,43.290000915527344,8133.72,218.13,9046.67,408.49,1640.79,1547.01,6822.61,8744.99,213.21,8833.41,1207.56
206,2015-09-29,43.43999862670898,8176.16,219.12,9063.15,407.14,1633.35,1544.57,6837.7,8703.72,213.98,8868.18,1207.4
207,2015-09-30,44.2599983215332,8321.88,222.71,9223.12,417.06,1664.34,1565.14,7001.97,8926.56,217.86,9011.14,1236.15
208,2015-10-01,44.61000061035156,8322.79,222.06,9221.51,420.51,1677.04,1561.11,6997.57,8980.85,217.54,8993.76,1236.53
209,2015-10-02,45.56999969482422,8461.08,224.59,9361.27,426.32,1700.92,1589.58,7105.72,9114.96,220.79,9101.96,1281.07
210,2015-10-05,46.630001068115234,8666.92,228.71,9520.25,434.11,1725.28,1628.44,7315.91,9251.49,225.63,9233.55,1315.83
211,2015-10-06,46.75,8705.13,228.1,9463.33,431.74,1701.54,1627.7,7354.32,9144.1,225.55,9150.62,1326.2
212,2015-10-07,46.79999923706055,8798.61,229.98,9540.81,435.14,1718.48,1649.17,7471.21,9249.81,227.86,9203.15,1349.42
213,2015-10-08,47.45000076293945,8913.15,232.19,9642.06,438.39,1730.64,1668.33,7579.31,9319.26,230.43,9285.14,1370.87
214,2015-10-09,47.11000061035156,8871.95,232.28,9643.11,438.38,1736.17,1672.36,7554.78,9343.08,229.9,9288.16,1366.35
215,2015-10-12,47.0,8845.21,232.53,9663.87,439.17,1744.24,1666.58,7511.07,9384.27,229.61,9340.46,1349.16
216,2015-10-13,46.88999938964844,8770.43,231.17,9591.61,435.28,1719.98,1646.37,7430.73,9275.85,228.2,9287.76,1331.46
217,2015-10-14,46.68000030517578,8727.78,230.09,9550.12,434.03,1705.35,1635.06,7396.56,9216.59,226.78,9237.77,1344.7
218,2015-10-15,47.0099983215332,8874.36,232.68,9670.34,442.25,1740.49,1655.11,7496.14,9346.02,229.63,9347.3,1366.36
219,2015-10-16,47.5099983215332,8883.0,233.65,9708.02,445.45,1748.87,1652.65,7465.15,9389.11,230.63,9408.73,1357.24
220,2015-10-19,47.619998931884766,8826.82,233.58,9718.84,445.35,1752.09,1652.38,7408.28,9428.14,230.1,9448.84,1345.58
221,2015-10-20,47.77000045776367,8868.78,233.34,9718.95,443.4,1741.46,1651.61,7450.66,9409.75,229.38,9434.68,1347.91
222,2015-10-21,47.20000076293945,8786.86,232.51,9668.56,439.19,1725.37,1629.41,7342.68,9344.58,227.6,9411.46,1330.56
223,2015-10-22,48.02999877929688,8912.06,238.05,9806.9,444.03,1742.39,1641.09,7467.81,9466.47,231.85,9556.69,1344.28
224,2015-10-23,52.869998931884766,8963.85,239.35,9816.08,451.07,1753.13,1653.75,7555.38,9531.43,233.26,9480.83,1353.13
225,2015-10-26,54.25,8887.01,238.13,9801.66,450.81,1752.63,1649.29,7487.98,9527.7,231.87,9489.88,1332.91
226,2015-10-27,53.68999862670898,8792.36,237.26,9772.51,449.88,1745.5,1632.87,7373.06,9528.86,230.23,9483.24,1319.11
227,2015-10-28,53.97999954223633,8967.32,240.51,9844.76,456.99,1777.79,1671.07,7585.8,9594.43,233.81,9479.01,1341.52
228,2015-10-29,53.36000061035156,8964.52,240.44,9840.64,457.76,1761.9,1658.52,7547.76,9567.83,233.5,9479.99,1339.75
229,2015-10-30,52.63999938964844,8960.68,239.37,9825.88,454.74,1757.61,1659.41,7557.38,9567.94,232.88,9457.24,1349.12
230,2015-11-02,53.2400016784668,9119.53,241.84,9931.35,460.37,1781.96,1688.46,7700.35,9672.7,235.84,9532.27,1374.39
231,2015-11-03,54.150001525878906,9164.14,242.87,9936.01,460.47,1781.83,1693.33,7762.66,9683.83,236.32,9508.22,1389.65
232,2015-11-04,54.400001525878906,9122.32,242.1,9902.19,460.55,1776.68,1684.86,7726.75,9651.9,235.31,9485.37,1382.15
233,2015-11-05,54.380001068115234,9126.54,242.16,9890.34,462.8,1774.47,1683.48,7739.67,9639.56,234.66,9466.28,1373.14
234,2015-11-06,54.91999816894531,9154.64,241.7,9816.62,464.56,1774.85,1682.57,7799.12,9640.22,234.37,9274.44,1378.75
235,2015-11-09,54.15999984741211,9066.9,239.46,9731.41,459.56,1759.0,1665.78,7708.3,9518.57,231.76,9204.83,1365.28
236,2015-11-10,53.5099983215332,9097.23,240.23,9770.79,462.57,1769.78,1669.34,7695.65,9557.75,232.33,9267.01,1361.47
237,2015-11-11,53.650001525878906,9023.67,239.59,9742.33,462.38,1763.89,1648.11,7609.07,9521.06,230.92,9282.09,1336.2
238,2015-11-12,53.31999969482422,8859.75,236.17,9607.41,454.43,1733.92,1616.48,7448.01,9362.69,227.24,9170.95,1310.6
239,2015-11-13,52.84000015258789,8766.5,233.71,9509.55,449.31,1719.38,1597.16,7361.17,9218.48,224.63,9076.59,1298.58
240,2015-11-16,53.77000045776367,8922.9,237.41,9647.99,454.94,1731.72,1610.98,7483.99,9337.48,228.4,9193.1,1323.81
241,2015-11-17,52.970001220703125,8870.61,237.14,9626.3,454.38,1736.38,1604.39,7456.73,9343.37,228.01,9154.28,1313.6
242,2015-11-18,53.84999847412109,9016.88,240.82,9769.32,463.21,1764.74,1633.53,7596.23,9499.1,231.12,9278.38,1339.55
243,2015-11-19,53.93999862670898,8977.87,240.98,9775.99,461.15,1762.03,1626.5,7555.26,9486.99,230.95,9326.19,1326.87
244,2015-11-20,54.18999862670898,8982.11,242.05,9815.93,463.23,1772.38,1633.01,7556.03,9534.3,231.88,9362.83,1322.44
245,2015-11-23,54.18999862670898,8997.59,241.65,9818.09,462.07,1778.09,1639.75,7557.76,9530.25,231.86,9358.72,1324.89
246,2015-11-24,54.25,9062.01,242.02,9824.79,462.39,1779.94,1653.2,7626.21,9529.1,232.36,9338.53,1345.3
247,2015-11-25,53.68999862670898,9036.51,241.96,9838.2,463.13,1787.79,1662.39,7625.07,9584.31,232.11,9340.07,1345.42
248,2015-11-27,53.93000030517578,9024.14,242.23,9848.6,463.8,1796.24,1665.32,7611.1,9591.37,232.31,9369.31,1333.26
249,2015-11-30,54.34999847412109,9020.99,241.33,9806.27,460.78,1781.43,1654.55,7628.41,9525.73,231.68,9316.34,1337.03
250,2015-12-01,55.220001220703125,9122.5,243.24,9902.76,467.39,1795.2,1664.64,7715.03,9643.12,234.09,9416.81,1356.23
251,2015-12-02,55.209999084472656,8965.85,240.5,9781.9,462.13,1778.83,1641.32,7584.35,9535.05,231.34,9293.89,1331.4
252,2015-12-03,54.20000076293945,8836.66,237.37,9650.54,456.07,1746.22,1612.22,7469.57,9384.85,228.03,9190.2,1313.52
253,2015-12-04,55.90999984741211,8965.68,242.32,9827.91,464.0,1783.35,1624.25,7560.45,9593.85,232.07,9391.07,1313.27
254,2015-12-07,55.810001373291016,8823.06,240.84,9790.74,459.42,1764.5,1597.37,7386.17,9549.5,230.01,9400.95,1289.61
255,2015-12-08,55.790000915527344,8731.9,238.88,9742.19,456.82,1767.28,1586.44,7288.73,9536.51,227.53,9387.11,1279.98
256,2015-12-09,54.97999954223633,8666.56,237.15,9674.35,453.39,1739.71,1574.11,7238.18,9416.24,226.58,9324.53,1279.83
257,2015-12-10,55.27000045776367,8682.01,237.59,9670.16,454.17,1742.34,1577.26,7275.24,9460.65,227.14,9280.32,1288.2
258,2015-12-11,54.060001373291016,8461.86,232.99,9521.31,443.37,1708.98,1544.16,7056.88,9258.77,223.0,9193.93,1245.5
259,2015-12-14,55.13999938964844,8443.05,234.21,9544.75,444.95,1710.79,1530.27,7015.83,9267.35,223.51,9255.85,1235.45
260,2015-12-15,55.20000076293945,8587.27,236.57,9637.95,450.71,1728.68,1549.89,7160.36,9367.12,226.68,9348.22,1255.15
261,2015-12-16,56.130001068115234,8691.0,239.48,9791.45,459.53,1753.13,1568.51,7251.27,9505.4,230.06,9528.18,1265.61
262,2015-12-17,55.70000076293945,8534.45,236.07,9658.68,453.32,1730.13,1544.1,7091.01,9347.05,225.87,9439.22,1236.26
263,2015-12-18,54.130001068115234,8390.91,231.93,9514.15,444.47,1704.35,1524.91,6954.52,9201.7,222.45,9296.93,1221.97
264,2015-12-21,54.83000183105469,8466.74,233.56,9583.92,448.54,1715.69,1536.97,7016.77,9273.87,224.31,9350.45,1236.11
265,2015-12-22,55.34999847412109,8584.44,235.83,9673.82,452.06,1722.61,1553.44,7107.8,9328.76,226.99,9413.51,1250.78
266,2015-12-23,55.81999969482422,8773.16,238.7,9800.01,458.68,1739.6,1580.8,7286.48,9398.65,230.34,9522.23,1290.7
267,2015-12-24,55.66999816894531,8761.14,238.29,9791.25,458.13,1740.97,1580.1,7275.8,9392.91,229.86,9519.35,1289.3
268,2015-12-28,55.95000076293945,8671.79,237.62,9777.96,456.41,1741.57,1572.15,7194.47,9401.76,228.62,9529.84,1267.73
269,2015-12-29,56.54999923706055,8756.01,240.16,9871.3,461.72,1759.42,1588.44,7280.01,9509.71,231.14,9617.04,1284.08
270,2015-12-30,56.310001373291016,8671.4,238.26,9805.2,458.03,1747.44,1572.73,7207.17,9439.88,229.33,9570.17,1265.87
271,2015-12-31,55.47999954223633,8625.7,235.91,9721.7,454.61,1729.37,1560.0,7161.37,9347.45,227.35,9476.1,1266.96
272,2016-01-04,54.79999923706055,8564.85,232.47,9597.67,445.87,1694.3,1541.01,7074.75,9151.16,224.8,9364.09,1263.87
273,2016-01-05,55.04999923706055,8558.11,233.27,9644.91,446.58,1702.78,1541.21,7043.95,9156.09,225.26,9457.06,1260.58
274,2016-01-06,54.04999923706055,8333.7,230.61,9530.98,440.2,1681.77,1510.62,6834.01,9055.21,222.14,9411.62,1216.34
275,2016-01-07,52.16999816894531,8156.14,225.23,9352.69,428.23,1645.82,1472.0,6604.12,8849.58,216.94,9268.63,1183.86
276,2016-01-08,52.33000183105469,8029.54,222.49,9253.73,423.0,1623.51,1448.9,6493.38,8716.62,214.18,9187.61,1170.32
277,2016-01-11,52.29999923706055,7963.68,222.98,9248.85,423.44,1622.87,1439.2,6428.06,8712.07,214.17,9219.97,1146.12
278,2016-01-12,52.77999877929688,7959.16,224.41,9292.05,425.72,1639.11,1444.57,6451.95,8820.87,215.67,9237.44,1143.32
279,2016-01-13,51.63999938964844,7759.62,219.3,9090.81,412.52,1584.45,1399.08,6218.84,8531.46,210.59,9092.85,1099.41
280,2016-01-14,53.11000061035156,7853.39,222.33,9204.05,420.22,1608.27,1415.03,6315.34,8638.32,213.48,9183.67,1121.83
281,2016-01-15,50.9900016784668,7683.77,217.71,9057.89,409.22,1579.48,1389.57,6136.43,8461.51,208.21,9083.42,1092.01
282,2016-01-19,50.560001373291016,7607.04,217.6,9064.64,409.04,1573.55,1370.72,6045.62,8490.18,207.66,9154.98,1074.52
283,2016-01-20,50.790000915527344,7516.88,214.2,8963.4,403.99,1564.82,1366.97,5971.97,8428.11,204.34,9008.12,1074.09
284,2016-01-21,50.47999954223633,7606.87,215.58,9025.92,405.59,1559.07,1372.15,6036.34,8446.44,206.29,9042.69,1099.15
285,2016-01-22,52.290000915527344,7735.77,219.81,9206.27,414.87,1597.72,1405.6,6163.79,8635.63,209.74,9220.39,1123.77
286,2016-01-25,51.790000915527344,7530.96,216.69,9065.43,407.04,1570.53,1369.72,5957.13,8521.21,206.13,9136.18,1086.86
287,2016-01-26,52.16999816894531,7718.01,220.62,9206.86,413.26,1592.06,1405.9,6117.96,8614.15,210.44,9244.03,1118.0
288,2016-01-27,51.220001220703125,7707.99,218.62,9131.72,409.94,1566.3,1390.29,6091.65,8453.01,208.84,9181.96,1111.82
289,2016-01-28,52.060001373291016,7743.47,218.89,9148.48,412.76,1567.68,1385.54,6093.18,8477.26,208.49,9201.89,1114.46
290,2016-01-29,55.09000015258789,7985.35,224.52,9373.61,421.61,1612.14,1432.32,6314.3,8670.42,213.65,9385.95,1151.46
291,2016-02-01,54.709999084472656,7995.94,224.54,9400.45,420.36,1617.5,1431.26,6282.15,8702.5,213.69,9449.56,1149.6
292,2016-02-02,53.0,7784.53,220.73,9242.93,410.24,1583.13,1395.59,6040.32,8506.98,208.62,9374.5,1113.51
293,2016-02-03,52.15999984741211,7881.17,223.04,9321.14,410.23,1581.68,1412.42,6133.18,8479.49,210.47,9432.46,1142.02
294,2016-02-04,52.0,7965.19,223.97,9333.66,412.2,1575.44,1430.75,6238.78,8461.38,212.16,9383.27,1152.86
295,2016-02-05,50.15999984741211,7908.57,220.67,9182.92,403.12,1527.29,1394.32,6111.3,8155.75,209.97,9256.44,1124.6
296,2016-02-08,49.40999984741211,7734.23,218.41,9016.23,390.92,1489.68,1356.62,5893.92,7909.7,206.91,9136.54,1087.47
297,2016-02-09,49.27999877929688,7675.47,218.19,8993.6,391.01,1494.6,1347.43,5851.15,7951.07,205.77,9119.6,1063.78
298,2016-02-10,49.709999084472656,7634.85,217.81,9013.74,392.93,1503.22,1347.33,5834.97,8031.18,204.74,9145.82,1062.11
299,2016-02-11,49.68999862670898,7454.42,215.1,8904.4,384.78,1489.39,1328.98,5691.49,7974.8,201.72,9056.82,1048.66
300,2016-02-12,50.5,7667.34,219.37,9063.12,396.28,1514.74,1356.23,5904.77,8132.29,206.27,9139.28,1077.18
301,2016-02-16,51.09000015258789,7829.11,223.09,9226.95,403.69,1544.43,1392.73,6061.87,8321.48,210.31,9248.54,1100.89
302,2016-02-17,52.41999816894531,8001.81,226.23,9371.95,410.73,1567.37,1425.86,6240.18,8488.65,213.98,9337.53,1138.69
303,2016-02-18,52.18999862670898,8010.39,226.12,9366.39,406.81,1554.83,1422.33,6179.34,8413.46,214.19,9386.28,1126.58
304,2016-02-19,51.81999969482422,7931.97,226.14,9353.09,407.1,1565.95,1418.63,6144.65,8472.58,213.31,9390.69,1115.99
305,2016-02-22,52.650001525878906,8136.69,228.77,9493.58,415.88,1586.86,1443.83,6329.22,8603.66,217.14,9498.23,1156.03
306,2016-02-23,51.18000030517578,8013.62,226.24,9413.15,409.31,1572.73,1432.13,6164.78,8515.0,214.47,9479.43,1123.05
307,2016-02-24,51.36000061035156,8072.35,227.29,9468.4,410.49,1586.48,1445.25,6196.09,8575.04,215.99,9518.87,1141.25
308,2016-02-25,52.09999847412109,8155.79,229.8,9576.66,415.75,1606.76,1455.36,6251.29,8700.75,218.56,9634.15,1147.22
309,2016-02-26,51.29999923706055,8198.46,229.17,9547.61,417.28,1607.4,1472.05,6356.42,8699.23,218.74,9518.19,1164.55
310,2016-02-29,50.880001068115234,8166.5,227.38,9496.23,413.02,1593.26,1466.11,6308.88,8627.2,217.33,9485.15,1159.69
311,2016-03-01,52.58000183105469,8354.79,232.8,9674.1,423.81,1625.91,1499.39,6508.55,8876.64,222.44,9600.34,1189.68
312,2016-03-02,52.95000076293945,8487.29,233.57,9723.88,427.21,1631.56,1521.85,6642.95,8874.38,223.8,9635.15,1227.04
313,2016-03-03,52.34999847412109,8626.3,234.42,9786.6,430.17,1636.3,1548.37,6783.72,8893.93,225.45,9650.01,1265.47
314,2016-03-04,52.02999877929688,8699.64,235.31,9825.25,431.84,1638.85,1562.09,6888.76,8906.12,226.35,9686.38,1294.75
315,2016-03-07,51.02999877929688,8784.39,236.31,9857.18,431.43,1634.76,1577.87,6957.42,8864.94,228.09,9697.37,1315.95
316,2016-03-08,51.650001525878906,8582.8,233.86,9743.71,423.95,1620.19,1534.23,6689.48,8763.18,224.42,9671.88,1246.79
317,2016-03-09,52.84000015258789,8628.58,234.42,9790.96,426.52,1627.93,1537.56,6742.84,8801.15,225.89,9707.56,1262.02
318,2016-03-10,52.04999923706055,8665.77,234.54,9806.13,426.07,1626.56,1530.88,6760.48,8819.21,226.3,9744.19,1264.03
319,2016-03-11,53.06999969482422,8845.23,238.11,9966.57,435.24,1652.01,1569.8,6968.91,8993.51,230.14,9845.1,1302.92
320,2016-03-14,53.16999816894531,8820.35,238.03,9952.54,434.34,1649.5,1561.96,6946.23,8998.6,229.91,9846.09,1293.62
321,2016-03-15,53.59000015258789,8732.36,238.14,9911.31,431.16,1645.01,1539.05,6878.85,8983.55,228.85,9829.15,1272.69
322,2016-03-16,54.34999847412109,8858.78,239.48,9995.92,432.72,1653.95,1558.82,6975.45,9039.49,230.63,9906.48,1301.32
323,2016-03-17,54.65999984741211,8960.53,241.54,10070.62,434.59,1661.13,1580.89,7095.59,9057.01,232.63,9960.5,1317.2
324,2016-03-18,53.4900016784668,9017.89,242.75,10102.44,437.62,1665.36,1592.07,7150.52,9095.15,234.16,9940.86,1325.44
325,2016-03-21,53.86000061035156,9000.81,243.09,10095.92,437.78,1664.17,1591.47,7156.3,9105.4,234.24,9934.5,1323.9
326,2016-03-22,54.06999969482422,8981.93,242.91,10085.51,437.78,1665.27,1589.08,7142.5,9117.04,233.6,9915.99,1324.09
327,2016-03-23,53.970001220703125,8828.91,241.49,10021.97,434.56,1654.66,1555.43,6966.2,9062.35,230.97,9912.62,1274.0
328,2016-03-24,54.209999084472656,8835.41,241.66,10014.36,433.91,1654.67,1557.09,6955.3,9057.89,231.57,9906.59,1277.86
329,2016-03-28,53.540000915527344,8848.4,242.27,10033.64,433.95,1660.86,1559.81,6960.16,9082.41,232.07,9930.27,1274.41
330,2016-03-29,54.709999084472656,8907.81,244.12,10144.97,437.56,1684.76,1594.07,6995.32,9197.9,233.89,10062.42,1287.02
331,2016-03-30,55.04999923706055,8922.31,245.26,10170.32,438.88,1689.56,1594.53,7030.98,9230.68,234.61,10066.35,1288.45
332,2016-03-31,55.22999954223633,8924.61,244.95,10173.83,437.93,1687.26,1601.68,7045.96,9221.5,234.42,10080.82,1298.38
333,2016-04-01,55.56999969482422,8905.81,246.47,10220.47,440.23,1700.32,1603.12,7028.71,9314.99,235.31,10137.94,1285.64
334,2016-04-04,55.43000030517578,8827.61,245.72,10175.83,438.17,1691.55,1589.9,6944.18,9276.49,234.18,10115.37,1273.94
335,2016-04-05,54.560001373291016,8698.6,243.72,10067.69,429.88,1675.08,1570.84,6864.92,9190.84,231.64,10024.37,1258.83
336,2016-04-06,55.119998931884766,8759.47,245.72,10158.86,435.3,1693.01,1589.06,6947.29,9319.35,233.47,10082.39,1282.39
337,2016-04-07,54.459999084472656,8629.86,242.42,10053.73,429.01,1674.93,1566.32,6808.25,9197.76,230.37,10014.47,1268.4
338,2016-04-08,54.41999816894531,8681.78,243.3,10091.11,429.88,1681.65,1576.59,6878.75,9212.24,231.29,10053.33,1281.78
339,2016-04-11,54.310001373291016,8709.75,243.01,10062.26,428.8,1673.3,1570.81,6921.75,9139.01,231.4,10011.66,1289.32
340,2016-04-12,54.650001525878906,8830.27,245.33,10154.81,433.76,1683.6,1588.16,7075.51,9190.63,233.89,10086.38,1338.52
341,2016-04-13,55.34999847412109,8992.71,247.99,10225.92,440.14,1698.63,1621.72,7256.4,9304.88,237.24,10064.05,1355.36
342,2016-04-14,55.36000061035156,8975.64,248.29,10205.12,440.66,1693.79,1617.42,7247.9,9293.11,237.17,10038.47,1347.46
343,2016-04-15,55.650001525878906,8983.62,248.33,10226.21,439.42,1698.36,1620.58,7218.24,9300.67,236.94,10090.58,1341.07
344,2016-04-18,56.459999084472656,9050.5,249.55,10290.04,442.28,1709.83,1629.31,7280.64,9371.47,238.45,10141.91,1354.09
345,2016-04-19,56.38999938964844,9178.11,249.63,10319.57,445.53,1707.52,1634.57,7360.09,9301.47,239.45,10168.8,1372.92
346,2016-04-20,55.59000015258789,9202.92,249.94,10277.32,448.44,1704.05,1637.54,7444.49,9317.23,240.45,10028.79,1385.43
347,2016-04-21,55.77999877929688,9118.22,248.69,10183.99,445.54,1687.52,1629.26,7423.99,9297.57,239.52,9852.6,1377.57
348,2016-04-22,51.77999877929688,9202.12,249.29,10232.42,447.14,1692.68,1647.06,7506.15,9287.27,240.69,9897.3,1401.16
349,2016-04-25,52.11000061035156,9112.89,248.92,10215.33,444.72,1693.86,1634.17,7426.82,9288.33,239.83,9914.27,1377.7
350,2016-04-26,51.43999862670898,9222.13,249.51,10254.46,445.86,1700.01,1651.54,7531.51,9318.52,240.75,9919.47,1400.49
351,2016-04-27,50.93999862670898,9330.07,249.69,10304.29,447.64,1706.57,1662.1,7612.25,9326.08,242.24,9967.07,1430.67
352,2016-04-28,49.900001525878906,9218.77,246.57,10218.46,445.55,1688.05,1638.89,7489.72,9201.91,239.22,9933.05,1403.37
353,2016-04-29,49.869998931884766,9175.97,244.29,10166.92,444.91,1682.92,1624.25,7418.12,9150.31,236.67,9913.81,1401.74
354,2016-05-02,50.61000061035156,9203.26,245.91,10248.15,448.6,1701.01,1636.32,7431.91,9248.56,238.08,10012.25,1395.58
355,2016-05-03,49.77999877929688,9036.85,243.86,10177.84,443.45,1684.91,1611.15,7261.39,9178.77,235.28,9995.43,1355.41
356,2016-05-04,49.869998931884766,8953.97,242.69,10155.72,440.48,1679.05,1596.97,7136.96,9120.27,233.5,10054.99,1334.79
357,2016-05-05,49.93999862670898,8925.38,243.12,10153.42,439.96,1678.96,1589.71,7118.02,9119.87,233.46,10045.17,1339.57
358,2016-05-06,50.38999938964844,8985.78,243.99,10179.5,440.87,1690.28,1593.01,7133.68,9179.95,234.66,10069.58,1328.95
359,2016-05-09,50.06999969482422,8911.36,244.08,10209.98,441.49,1696.44,1593.61,7061.98,9227.53,234.34,10136.75,1306.27
360,2016-05-10,51.02000045776367,9044.89,246.71,10306.78,448.85,1712.61,1613.55,7209.36,9335.84,237.48,10190.79,1335.42
361,2016-05-11,51.04999923706055,8946.67,243.93,10193.31,445.78,1698.67,1596.24,7178.6,9231.77,235.21,10080.67,1327.13
362,2016-05-12,51.5099983215332,8893.9,243.83,10201.93,444.5,1702.76,1585.68,7137.53,9229.31,234.72,10124.84,1312.48
363,2016-05-13,51.08000183105469,8788.82,241.3,10121.64,440.34,1694.04,1572.27,7044.87,9191.12,232.12,10053.76,1299.18
364,2016-05-16,51.83000183105469,8886.29,244.05,10209.53,443.79,1708.35,1593.68,7136.1,9286.73,234.79,10125.2,1319.57
365,2016-05-17,50.5099983215332,8850.69,242.09,10106.37,441.03,1683.86,1576.92,7147.12,9182.37,233.17,9973.91,1328.39
366,2016-05-18,50.810001373291016,8822.56,241.81,10043.89,443.81,1683.42,1574.27,7213.59,9189.54,232.84,9849.31,1313.97
367,2016-05-19,50.31999969482422,8816.61,241.23,10029.36,441.14,1677.02,1566.52,7151.82,9149.22,232.46,9868.29,1313.84
368,2016-05-20,50.619998931884766,8906.62,242.69,10085.91,443.62,1688.96,1590.49,7235.81,9231.98,234.13,9882.42,1330.49
369,2016-05-23,50.02999877929688,8882.51,242.46,10063.11,442.16,1685.12,1587.71,7234.71,9220.29,233.79,9854.46,1332.5
370,2016-05-24,51.59000015258789,8970.13,246.04,10190.12,448.23,1715.5,1614.47,7343.17,9385.62,236.8,9955.63,1349.0
371,2016-05-25,52.119998931884766,9092.38,247.77,10238.37,452.02,1720.23,1625.78,7461.2,9419.54,239.0,9965.87,1374.61
372,2016-05-26,51.88999938964844,9081.2,247.72,10256.05,451.48,1720.94,1626.83,7413.97,9429.01,238.63,10028.31,1369.2
373,2016-05-27,52.31999969482422,9140.09,248.92,10303.49,453.77,1732.52,1642.42,7465.16,9489.95,240.01,10060.0,1374.99
374,2016-05-31,53.0,9162.45,248.55,10314.76,453.87,1730.5,1645.84,7474.94,9483.3,240.06,10069.67,1385.79
375,2016-06-01,52.84999847412109,9173.95,248.77,10338.87,454.9,1736.61,1655.4,7479.35,9484.31,240.18,10091.22,1392.69
376,2016-06-02,52.47999954223633,9204.57,249.44,10381.81,457.69,1742.99,1669.64,7509.57,9528.18,241.21,10117.19,1402.8
377,2016-06-03,51.790000915527344,9187.72,248.46,10384.02,454.35,1740.6,1659.98,7421.55,9476.25,240.34,10183.77,1397.33
378,2016-06-06,52.130001068115234,9303.99,249.87,10419.01,457.34,1744.07,1679.36,7550.37,9501.71,241.82,10164.49,1431.51
379,2016-06-07,52.09999847412109,9327.04,250.3,10439.66,457.66,1750.02,1686.01,7600.93,9510.93,242.2,10190.27,1444.18
380,2016-06-08,52.040000915527344,9356.0,251.1,10479.78,459.03,1758.65,1689.12,7608.93,9545.39,242.99,10235.48,1441.26
381,2016-06-09,51.619998931884766,9267.44,250.51,10485.54,457.83,1761.32,1678.25,7520.15,9535.88,242.16,10296.81,1431.61
